Unnamed: 0,Date,Country,Local,Industry_Sector,Accident_Level,Potential_Accident_Level,Gender,Employee_type,Critical_Risk,Description,Cleaned_Description,Original_Description_Length,Cleaned_Description_Length
346,2017-02-17,Country_01,Local_01,Mining,I,III,Male,Employee,Chemical substances,"Once the painting of the pumping pipe has been completed, the person involved involuntarily touches his face, with his hand (with gloves) full of paint, and to clean himself he makes use of a dry industrial cloth and begins to rub his face, for a period of time from 30 to 40 seconds continuously, until finally the paint on the face is cleaned, this friction generates the described injury.",paint pumping pipe complete person involve touch face hand glove paint clean make dry industrial cloth begin face period time finally paint face clean friction generate describe injury,69,28
347,2017-02-17,Country_01,Local_01,Mining,I,IV,Male,Third Party,Projection,"At the conclusion of the unloading of ore with the AMP-819 plate tipper, in the pit 01, the driver notices that a stretch of support mesh is stuck in the hopper hatch; then the driver gets off his equipment (with the hopper lifted) to remove with his hands this mesh, when generating force, fine particles of rock fall and one of them is impregnated in the eye of the injured. At the time of the incident, the injured person used his measuring glasses and did not have any surcharges.",conclusion unload amp plate pit driver notice stretch support mesh stuck hopper hatch driver equipment hopper lift remove hand mesh generating force fine particle rock fall injure time incident injure person measure glass surcharge,89,34
348,2017-02-23,Country_01,Local_04,Mining,IV,IV,Male,Third Party,Vehicles and Mobile Equipment,"Mr. Walter was putting his tools in the hopper of the Atlas truck that was parked on the cruise 320 of Level 1850 OB2B, then the mining operations van arrived driven by Engineer parked behind the truck of Atlas to approximately 3 meters and without having placed the safety block went to request the data of the drilling, later the assistant of the SIMBA 04 opened the gate, dropping the bit into the hopper of the mine truck and untimely the vehicle He moved forward, pinning the mechanic's right leg.",mr tool hopper atlas truck park cruise level mining operation arrive drive engineer park truck atlas meter having place safety block request datum drilling later assistant simbad open gate dropping hopper truck untimely vehicle move forward mechanic right leg,90,39
349,2017-02-23,Country_02,Local_07,Mining,I,III,Male,Third Party (Remote),Venomous Animals,"During the transport of pieces of wood with the aid of a wheelbarrow, the employee felt a prick in the right leg, at that moment stopped the activity, removed the leggings and when shaking the pants noticed that it was a small scorpion.",transport piece wood employee right moment stop activity remove shake pant notice small scorpion,43,14
350,2017-02-25,Country_01,Local_01,Mining,IV,IV,Male,Third Party (Remote),Fall,"During the mining cycle at the Chimney 410; before starting with the drilling work to anchor the lane of the alimak system, the collaborator squat to pick up a manual tool that is on the platform; it is at this moment that the jackleg team loses its position and projects towards the back of the collaborator generating the injury.",mining cycle chimney start drill work anchor system squat pick manual tool platform moment tackle team lose position project generate injury,59,21
351,2017-02-25,Country_01,Local_01,Mining,I,III,Male,Employee,Projection,"In the support process, in circumstances that the assistant performs the Last cut in the transverse length of the mesh; The mesh generates a movement towards the operator and hits the face causing the described injury.",support process assistant perform transverse length mesh mesh generate movement operator face cause described injury,36,15
352,2017-02-25,Country_03,Local_10,Others,I,I,Male,Third Party,Venomous Animals,"On 02/25/2017 at 13:05 p.m., when assisting with GPS in the Magnetometric collaborator Gilvânio bumped the top of the field hat on a branch and was attacked by maribondos. The moths went towards his eyes, but due to the use of sunglasses, the attack in that region was prevented. The insects moved to the side of the face, getting caught between the ear and the back of the field hat, making the helper get two bites behind the ear. Gilvânio is allergic to Marimbondos bites, soon the activity was immediately paralyzed, we drove to the car, where the accident took his medicine (antiallergic already used in other situations out of work, indicated by another doctor) to avoid further swelling. Marcelo responsible for the project was also on the field in the mapping activity, was called on the radio immediately. The assistant felt good, but was taken to the emergency of the Hospital of Lavras do Sul, where he consulted the doctor, took antiallergic and was released around 15:20.",assist gilvanio bump field branch attack maribondo moth use sunglass attack region prevent insect move face getting catch field make helper bite gilvanio allergic bite soon activity paralyze drove accident take medicine situation work indicate doctor avoid swell marcel project field mapping activity call radio assistant feel good take emergency hospital larvae consult doctor took release,168,56
353,2017-02-26,Country_01,Local_01,Mining,I,III,Male,Third Party,Fall,"In moments when the staff of the IMPROMEC company was heading towards the 447 pique to support shotcrete casting jobs; One of the electricians does not identify a lane and water in the road, so his right leg enters the gutter of 0.8 m depth causing the injury. The service of the litorina was paralyzed for the entrance of this personnel.",moment staff improve company head rique support shotcrete casting identify lane water road right enter gutter depth cause injury service litorina paralyze entrance personnel,61,24
354,2017-02-26,Country_02,Local_07,Mining,I,IV,Male,Employee,Fall prevention,"The employee was descending the ladder after inspection of the milling cyclones, which gives access to the floor behind the mill 10 by platform # ISC-MG26 when the floor gave way and it fell from a height of approximately 1 meter and 70 meters (there is material / ore below the platform, decreasing the height of the fall impact).",employee descend ladder inspection milling cyclone give access floor mill platform floor give fall material platform decrease height fall impact,59,20
355,2017-02-27,Country_01,Local_03,Mining,II,IV,Male,Third Party,remains of choco,"In the area of ​​Lloclla 50 meters from the sub-station Nro 4, under circumstances that the worker was preparing to pick up the rope from the floor, several fragments of rock slide down the slope of the hill, one of the 5 cm fragments of Diameter approximately impacts the face of the worker producing the aforementioned injury",area lloclla meter station worker prepare pick rope floor fragment rock slide slope fragment diameter impact face worker produce injury,57,20
356,2017-02-27,Country_02,Local_02,Mining,III,IV,Male,Employee,Others,"When performing cleaning activity of the area near the 042-TC-06 - Grinding the employee was handling a block of triangular shaped rock measuring (b = 53cm x h = 42cm x e = 12cm). During the movement, he lost his balance by falling with the rock on the thumb of his left hand, injuring him.",perform clean activity area near grinding employee handle block triangular shape rock measure h movement lose balance fall rock thumb leave hand injure,55,23
357,2017-03-01,Country_01,Local_06,Metals,I,I,Male,Third Party (Remote),Others,"When carrying out refractory brick chopping activities, in order to place the support of the bus bar in section 70, a particle is detached, hitting the assistant's right arm that was one meter away from the work area, provoking him a wound in the arm, was treated at the medical center and returned to his usual duties.",carry refractory brick chop activity order place support bar section particle detach assistant right meter away work area provoke wound treat medical center return usual duty,57,26
358,2017-03-02,Country_03,Local_10,Others,I,I,Male,Third Party,Venomous Animals,"On 02/03/17 during the soil sampling in the region of Sta. the employees Rafael and Danillo da Silva were attacked by a bee test. They rushed away from the place, but the employee Rafael took 4 bites, one on the chin, one on the chest, one on the neck and one on the hand over the glove. The employee took 4 bites, one in his hand over his glove and the other in the head, and the employee Danillo took 2 bites in the left arm over his uniform. At first no one sketched allergy, just swelling at the sting site. The activity was stopped to evaluate the site, after verifying that the test had remained in the line, they left the site.",soil sample region employees rafael daniel attack test rush away place employee take bite chin chest neck hand glove employee take bite hand glove head employee daniel take bite leave uniform sketch allergy swell site activity stop evaluate site verifying test remain line leave site,123,45
359,2017-03-02,Country_03,Local_10,Others,I,I,Male,Third Party,Venomous Animals,"On 02/03/17 during the soil sampling in the region of Sta. the employees Rafael and Danillo da Silva were attacked by a bee test. They rushed away from the place, but the employee Rafael took 4 bites, one on the chin, one on the chest, one on the neck and one on the hand over the glove. The employee took 4 bites, one in his hand over his glove and the other in the head, and the employee Danillo took 2 bites in the left arm over his uniform. At first no one sketched allergy, just swelling at the sting site. The activity was stopped to evaluate the site, after verifying that the test had remained in the line, they left the site.",soil sample region employees rafael daniel attack test rush away place employee take bite chin chest neck hand glove employee take bite hand glove head employee daniel take bite leave uniform sketch allergy swell site activity stop evaluate site verifying test remain line leave site,123,45
360,2017-03-02,Country_03,Local_10,Others,I,I,Male,Third Party,Venomous Animals,"On 02/03/17 during the soil sampling in the region of Sta. the employees Rafael and Danillo da Silva were attacked by a bee test. They rushed away from the place, but the employee Rafael took 4 bites, one on the chin, one on the chest, one on the neck and one on the hand over the glove. The employee took 4 bites, one in his hand over his glove and the other in the head, and the employee Danillo took 2 bites in the left arm over his uniform. At first no one sketched allergy, just swelling at the sting site. The activity was stopped to evaluate the site, after verifying that the test had remained in the line, they left the site.",soil sample region employees rafael daniel attack test rush away place employee take bite chin chest neck hand glove employee take bite hand glove head employee daniel take bite leave uniform sketch allergy swell site activity stop evaluate site verifying test remain line leave site,123,45
361,2017-03-04,Country_02,Local_02,Mining,I,V,Male,Employee,Vehicles and Mobile Equipment,"The employee, who was hitchhiking, on the CEP 403 truck, equipment, he crossed the central canterio of the track to catch the key of the wheel loader with another operator who was stopped in the opposite direction. Upon returning to the truck, it was hit in the arm left by the loader tire that was traveling along the road and passed the CEP-403 on the right.",employee truck equipment cross central anterior track catch wheel loader operator stop opposite direction return truck arm leave loader tire travel road pass right,66,24
362,2017-03-06,Country_01,Local_04,Mining,I,III,Male,Third Party (Remote),Fall,"Being 5:40 pm approx. when the collaborator Mr. Duval (sampler), was preparing to change and remove the buckets from the pulp samples of the plant courier, he slipped and fell to the ground supporting himself with the right hand generating the lesion described.",approx dual sampler prepare change remove bucket pulp sample plant courier slip fall ground support right hand generating lesion describe,43,20
363,2017-03-08,Country_03,Local_10,Others,I,I,Male,Third Party,Others,"On 08/03/2017 at 3:30 PM, when performing MAG activity, the employee Murilo da Silva, when moving in the acquisition line, came across a small drainage (approximately 40cm wide), with small gap. As he traversed the drainage, the employee rested his right foot on the ravine that came to rest, causing the right ankle to twist. Soon after the twisting, the activities were paralyzed and the employee was taken to the local hospital, where an x-ray was taken and an examination made by the physician. No serious injury was found, only a small swelling, then released to normal activities.",perform activity employee mural move line come small drainage wide small traverse drainage employee rest right foot ravine come rest cause right ankle twist soon twist activity paralyze employee take local hospital take physician injury find small swelling release normal activity,98,41
364,2017-03-09,Country_01,Local_03,Mining,I,V,Male,Third Party,Vehicles and Mobile Equipment,"At Level 3970 (Before -100) When the F6M 801 license plate went from level 3570 to surface, when the pilot trying to locate his radio to answer a call from the concrete plant is distracted and crashes his vehicle against the left gable and the vehicle turns to the right side. When this happens, the copilot hits his right hand against a fragment of broken glass in the window on the right side of the vehicle.",level license plate level surface pilot locate radio answer concrete plant distract crash vehicle leave gable vehicle turn right happen pilot right hand fragment break glass window right vehicle,76,29
365,2017-03-08,Country_01,Local_01,Mining,V,V,Male,Third Party,Vehicles and Mobile Equipment,"When the scoop was heading from Rpa 910 to the cut-off point of the Cro 861 South to be unloaded, it visualizes a truck that was parked with the lights and the engine ignited inside the thrust - where the Scoop found accumulating dismount-; the operator stops the Scoop and gets off to tell the driver of the truck to leave and when he finds no one he decides to go and look for the driver at the top of Cro 861 South, where he can not find it; Then he returns to his Scoop and at 15 to 20 meters visualizes the light of a lamp shining in the direction of the gable, when approaching, he finds the deceased lying on the side of the Scoop and proceeds to give immediate notice to the supervisory of the shift, control center and emergency center.",scoop head point unload visualize truck park light engine ignite inside thrust scoop find discount operator stop scoop tell driver truck leave find decide look driver south find return scoop meter visualize light lamp shine direction gable find deceased scoop proceed immediate notice shift control center emergency center,144,48
366,2017-03-09,Country_02,Local_05,Metals,I,III,Male,Third Party,Machine Protection,"Employee was performing maintenance on filter press, in the Filtration area (GRS). When he dismantled the hose clamp in a turning motion, he had contact with the burr of the tip of one of the screws that was exposed, causing him a cut in his glove and wound in the 3rd quirodactilo of the left hand.",employee perform filter press filtration area dismantle clamp turn motion contact burn screw expose cause glove wound leave hand,56,19
367,2017-03-10,Country_01,Local_03,Mining,II,IV,Male,Third Party,Individual protection equipment,"In the Nv. 2930 - Chamber of accumulation of aggregates: When the worker, made the cast of shotcrete towards the crown of the work, at 2:00 p.m. he perceives discomfort and fogging of the full face, then decides to take it off and chooses to use only his safety glasses for comfort to continue with the thrown shotcrete, at 3:45 p.m. suffers the projection of shotcrete rebound particles in the left eye.",nv chamber aggregate worker cast shotcrete crown work perceive discomfort face decide choose safety glass comfort continue throw shotcrete suffer projection shotcrete rebound particle leave eye,72,26
368,2017-03-15,Country_03,Local_10,Others,I,I,Male,Third Party,Venomous Animals,"Team of the VMS Project performed soil collection on the Xixás target with 3 members. When the teams were moving from one collection point to another, Mr. Fabio was ahead of the team, stinging behind Robson and Manoel da Silva. near the collection point were surprised by a swarm of bees that was inside a I play near the ground, with no visibility in the woods and no hissing noise. Fabio passed by the stump, but Robson and Manoel da Silva were attacked by the bees. Robson had a sting in his left arm over his uniform and Manoel da Silva had a prick in his lip as his screen ripped as he tangled in the branches during the escape.",team project perform soil collection target member team move collection point ahead team sting reason manuel silva near collection point surprised swarm inside play near ground visibility wood miss pass stump reason manuel silva attack reason sting leave uniform manuel silva price screen tangle branch escape,120,46
369,2017-03-15,Country_03,Local_10,Others,I,I,Male,Third Party,Venomous Animals,"Team of the VMS Project performed soil collection on the Xixás target with 3 members. When the teams were moving from one collection point to another, Mr. Fabio was ahead of the team, stinging behind Robson and Manoel da Silva. near the collection point were surprised by a swarm of bees that was inside a I play near the ground, with no visibility in the woods and no hissing noise. Fabio passed by the stump, but Robson and Manoel da Silva were attacked by the bees. Robson had a sting in his left arm over his uniform and Manoel da Silva had a prick in his lip as his screen ripped as he tangled in the branches during the escape.",team project perform soil collection target member team move collection point ahead team sting reason manuel silva near collection point surprised swarm inside play near ground visibility wood miss pass stump reason manuel silva attack reason sting leave uniform manuel silva price screen tangle branch escape,120,46
370,2017-03-15,Country_02,Local_08,Metals,II,IV,Female,Employee,Chemical substances,"During the preparation for the solubilization activity of the sample in the chapel, the maid when moving the vial of nitric acid, the same detached from the doser, causing projection in the region of the face and upper limbs.",activity sample chapel maid move vial nitric acid detach loser cause projection region face upper limb,39,16
371,2017-03-18,Country_01,Local_03,Mining,V,V,Male,Third Party (Remote),Power lock,"During the activity of changing conveyor belt 11B feeding the primary mill No. 2; the mechanic entered the discharge chute (0.75 x 0.75 x 0.80 m.) to clean the material, at which time the automatic sampler (0.30 x 0.25 m) that was inside the chute was activated, trapping the mechanic at the height of the chest. At the time of the accident the mechanic was alone in the work area.",activity change conveyor belt feed primary mill mechanic enter discharge chute x clean material time automatic sampler m inside chute activate trap mechanic height chest time accident mechanic work area,70,30
372,2017-03-22,Country_01,Local_06,Metals,V,V,Male,Third Party (Remote),Power lock,"Being approximately 20:57 hours of 03/22/2017; during the change of cables between the Z-332 power cell (locked cabinet) and the Z014 transformer; there is a loud noise followed by an oscillation of the electrical system. At that moment the collaborator Queneche of the company EISSA is found on the floor with his head inside an adjoining cell Z-132 (cabinet Not blocked - where he was not assigned to do any work), after having received an electric shock .",change cable power cell lock cabinet loud noise follow electrical system moment queneche company issn find floor head inside adjoining cell cabinet block assign work having receive electric shock,78,29
373,2017-03-25,Country_01,Local_03,Mining,II,V,Male,Third Party,Vehicles and Mobile Equipment,"When the Mixer 01 of the E.C.M INCIMMET S.A, moved by the positive south ramp, with direction to surface (Unicon concrete plant), at the height of the 3630 (Before 440), the operator observes that untimely lights and the engine go off, the control controls do not respond and the equipment starts to reverse. At 3 meters the operator jumps out of the cabin and at 20 meters the team hits the right gable and turns to its side left. In the area, in the circumstances of the event there was no presence of personnel or equipment that could have been affected.",mixer c incimmet move positive south ramp direction surface union concrete plant height operator observe untimely light engine control control respond equipment start reverse meter operator jump cabin meter team right gable turn leave area event presence personnel equipment affect,101,40
374,2017-03-25,Country_03,Local_10,Others,I,I,Male,Employee,Others,"The technician was doing the magnetometric survey when he stepped on a thorn. His reaction was to immediately retreat, losing his balance and so the magnetometer's antenna broke.",technician survey step thorn reaction retreat lose balance antenna break,28,10
375,2017-03-31,Country_02,Local_05,Metals,I,IV,Male,Third Party,Fall prevention,"Employee reports that he assisted the maintenance activity in Tower 09, in Electrolysis, when he stepped on the GRP grid (Polymer with Glass the floor moving, causing it to fall. The event took place in 3 stages: 1) Displacement and fall of the floor in the span when receiving the effort; 2) Employee fall to about 1.60m below the GRP floor, on the side of the gutter below the floor, supporting the structure; 3) Employee fall to the lower level, about 2.35m below the GRP floor.",employee report assist activity tower step grid polymer glass floor move cause fall event take place stage fall floor span receive effort employee fall floor gutter floor support structure employee fall level floor,86,33
376,2017-04-04,Country_02,Local_05,Metals,I,III,Male,Employee,Chemical substances,"Employee reports that he was supervising an activity in the Ustulation, near the Ball when a projection of hot humped dust from the upper floor reached his cervical (""neck"" region), causing a first degree burn.",employee report activity ustulation near ball projection jump dust upper floor reach cervical neck region cause degree burn,35,18
377,2017-04-05,Country_02,Local_05,Metals,I,IV,Male,Employee,Suspended Loads,Employee performed the task of hoisting big-bags containing waelz oxide and after performing several hoistings the employee suffered a low-voltage electric shock when contacting the hoist when attaching the handle of a big-bag on it.,employee perform task host bag contain well oxide perform listing employee suffer voltage electric shock contact hoist attach handle bag,35,20
378,2017-04-07,Country_02,Local_02,Mining,I,III,Male,Third Party (Remote),Others,"Employee moved toward the structure of post 10, when it came to step in false, suffering twisting in the left ankle.",employee move structure post come step false suffering twisting leave ankle,21,11
379,2017-04-04,Country_03,Local_10,Others,I,I,Male,Third Party,Venomous Animals,"On 04/04/2017, around 13: 30hs, during the current sediment activity the collaborator Warley took a bee sting in the neck, the same was using the screen, but the bee entered the bottom of the screen . After the sting the team decided to leave the workplace due to the presence of other bees. The collaborator had no reaction and continued to work normally.",hs current sediment activity barley take ste neck screen enter screen sting team decide leave workplace presence reaction continue work normally,63,21
380,2017-04-06,Country_01,Local_06,Metals,I,II,Male,Third Party,Others,"The industrial cleaning worker Cristian was performing the cleaning activity of the gutter, striking with a walls of the same, to remove the solid solution that is formed. In that At the moment the operator's hands slide and impact on the edge of the gutter, causing a blow on the little finger of the left hand.",industrial cleaning worker christian perform clean activity gutter strike wall remove solid solution form moment operator hand slide impact edge gutter cause blow little finger leave hand,56,27
381,2017-04-07,Country_01,Local_03,Mining,I,IV,Male,Third Party,Fall prevention,"At level 3790 (formerly level -280), the hydraulic filling personnel performed the installation of 4 ""diameter HDPE pipe through the ventilation chimney with the help of a 4-yard scooptram that held and pushed the end of the pipe. pipe (100 meters in length). At that moment the pipe gets stuck on the edge of the chimney causing the pipe to form an arc at the height where the injured worker was, who signals with the light of his lamp to the operator of the scooptram to stop and when trying to retire from the line of fire, the worker loses balance by light contact with the pipe causing fall at the same level.",level level hydraulic filling personnel perform diameter hope pipe chimney help yard scooptram hold push pipe pipe meter length moment pipe stuck edge chimney cause pipe form height injure worker signal light lamp operator scooptram stop retire line fire worker lose balance light contact pipe cause fall level,113,48
382,2017-04-10,Country_02,Local_02,Mining,I,II,Male,Third Party,Chemical substances,"Employee to perform painting of the floor of the fuel tank area, he needed cleaning, and by pouring water-thinner on the floor, the bucket slipped out of his hand and the mixture projected onto his left shoulder and lower lip, causing redness and burning.",employee perform paint floor fuel tank area need clean pour water thin floor bucket slip hand mixture project leave shoulder lip cause redress burning,44,24
383,2017-04-08,Country_03,Local_10,Others,I,I,Male,Third Party,Venomous Animals,"During the execution of the soil sampling task at the Potions area, around 1:15 pm, Luis - WCA, was opening with a machete and was bitten by a wasp on the back of his right hand, the same was using at the time of the incident all the EPIs needed for activity. The employee was evaluated by the technician who found it to be a mild and localized swelling wound. The employee reported that he did not feel any pain and that he could continue the activity.",execution soil sample task option area open machine bite wasp right hand time incident epic need activity employee evaluate technician find mild localize swelling wound employee report feel pain continue activity,87,31
384,2017-04-11,Country_01,Local_03,Mining,I,IV,Male,Third Party (Remote),Electrical Shock,"In the tower N ° 6 of the old 50 KV LT (disabled and de-energized and 90% dismantled) located in the city of Pasco, the last profiles of the base of the tower previously disassembled were cut, using oxyfuel equipment , at 11:45 am, the Proingcom security supervisor and the foreman, who were on the outside of the fenced area supervising the activity, indicate the stoppage of activities and evacuation to the refuge due to the orange alert indicated on the detector of storms. During the evacuation of the last 02 employees who were inside the fenced area, a loud sound was heard, provoking a fright, which caused the staff to throw themselves to the floor inside the area, then proceeded to leave the work area by his own means through the ladder. Apparently the loud sound would correspond to an electrical discharge in the cable guard that passes over the old towers.",kv disabled energy dismantle locate city paso profile base tower previously oxyfuel equipment proingcom security supervisor foreman outside fence area activity indicate stoppage activity evacuation refuge orange alert indicate detector storm evacuation employee inside fence area loud sound hear provoke fright cause staff throw floor inside area proceed leave work area mean ladder apparently loud sound correspond electrical discharge cable guard pass tower,153,63
385,2017-04-11,Country_01,Local_03,Mining,I,IV,Male,Third Party (Remote),Electrical Shock,"In tower N ° 6 of the old 50 KV LT (disabled and de-energized and 90% disassembled) located in the city of Pasco, the cutting of the last profiles of the base of the tower previously disassembled was carried out, using oxyfuel equipment, at 11:45 a.m., the safety supervisor of Proingcom and the foreman, who were in the external part of the fenced area supervising the activity, indicate the paralysis of activities and evacuation to the refuge due to the orange alert indicated on the detector of storms. During the evacuation of the last 02 employees who were inside the fenced area, a loud sound was heard, provoking a scare, which caused the staff to throw themselves to the floor within the area, then proceeded to leave the work area by their own means through the staircase. Apparently the loud sound would correspond to an electrical discharge in the cable guard that passes over the old towers.",kv disabled energy locate city paso profile base tower previously carry oxyfuel equipment safety supervisor proingcom foreman external fence area activity indicate paralysis activity evacuation refuge orange alert indicate detector storm evacuation employee inside fence area loud sound hear provoke scare cause staff throw floor area proceed leave work area mean staircase apparently loud sound correspond electrical discharge cable guard pass tower,157,62
386,2017-04-11,Country_02,Local_07,Mining,I,II,Male,Third Party (Remote),Others,"At the end of the concreting activity, the employee turned off the concrete, and when rolling the handle to make the return of the equipment warehouse the same bumped the tip of the mangote in the inferior lip causing hematoma.",end concern activity employee turn concrete rolling handle return equipment warehouse bump mandate inferior cause hematoma,40,16
387,2017-04-13,Country_01,Local_01,Mining,I,II,Male,Employee,Others,"During the marking of the management points, the supervision and the breeders enter the work to carry out the ventilation inspection, for which the surveying work stops to turn on the fan and proceed with the air flow measurements. When the fan is turned on due to pressure, it breaks the fastening points of the toe and the sleeve falls to the floor generating a chicoteo from gable to gable, product of the chicoteo a fragment of the aggregate of the shocrete is projected on the face of the injured person producing the injury.",mark management point breeder enter work carry inspection surveying work stop turn proceed flow turn pressure break listening point sleeve fall floor generate chicoteo gable gable product chicoteo fragment aggregate societe project face injure person produce injury,94,37
388,2017-04-12,Country_03,Local_10,Others,I,I,Male,Third Party,Venomous Animals,"During the execution of the service of opening of pricked for the future works of IP, around 15:30, the employee Pedro second in the line of the equipment, was stung by a wasp in the right portion of the neck. The beetle, being of small size, was not seen by the employees in the bite, causing the employee's shock against the insects that were manifested. The employee used all the PPE's required for the activity to be developed. The bite occurred over the collar of the shirt and over the face shield. The technician responsible for performing the work evaluated the sting and, together with the injured employee, found that because it was a localized swelling and that there was no allergy, there would be no need to paralyze the activity, which it followed normally.",execution service opening pick future work employee pedro line equipment sting wasp right portion neck beetle small size employee bite cause employee shock insect manifest employee require activity develop bite occur collar shirt face shield technician perform work evaluate injure employee find localized swell allergy need paralyzed activity follow normally,135,50
389,2017-04-23,Country_01,Local_04,Mining,I,III,Male,Third Party,Others,"In moments that Mr. William carried out the inspection of the cut of the Block 781 Level 1850 OB6A, so that the loading platform could be realized, in instants that observed the drills positive radial ones that were covered and shotcreteados, he hears a noise from the upper part of the pit (detachments of banks at the center of the pit), to which Mr. William goes back to leave work, but his metatarsal boots makes contact with a rock that was on the floor which causes it to lose balance and stumble on the gable.",mr inspection block level loading platform realize instant observe drill positive radial cover hear noise upper bank center go leave work metatarsal boot make contact rock floor cause lose balance stumble gable,95,32
390,2017-04-19,Country_03,Local_10,Others,I,IV,Male,Third Party,Others,"On 04/19/2017, the employee de Lima da Silva was composing the team of opening of bite to survey of IP. The team consisted of one mining technician and three assistants. When was moving in the bite he touched his left foot on a stump of Tucum that was on the ground covered with dry leaves of vegetation near drainage. When he felt the thorn piercing on his foot, he told the mining technician what had happened and the teammate removed the thorn that pierced the top of the boot. After removal of the spine the foot was washed and it was verified that there was no other injury. After the event the technician waxed the activity and returned to the city of Porangatu / GO. It was not necessary to take the employee to the health unit.",employee composing team open bite survey team consist mine technician assistant move bite touch left foot stump ground cover leave vegetation near drainage feel thorn pierce foot tell mining technician happen teammate remove thorn pierce boot removal spine foot wash verify injury event technician activity return city porangatu necessary employee health unit,137,52
391,2017-04-23,Country_01,Local_06,Metals,I,II,Male,Third Party,Projection,"Approx. 10:00 pm. Mr. Victor at the time he made a visual inspection of scaffolding, suffered a slight blow to the level of the right ear with the metallic extension of the chute of the conveyor chain.",approx visual inspection suffer slight blow level right metallic extension chute conveyor chain,37,13
392,2017-04-25,Country_03,Local_10,Others,I,I,Male,Third Party,Venomous Animals,"During the execution of the soil sampling task, in the Potions area, around 3:00 pm Pablo was moving on the bite and was bitten by a right elbow wasp over the sleeve uniform. He was using at the time of the incident all the PPE needed for the activity. The employee was evaluated by the team who found it to be a mild injury with localized swelling. The employee reported that he did not feel any pain and that he could continue the activity.",execution soil sample task option area pablo move bite bite right elbow wasp sleeve uniform time incident need activity employee evaluate team find mild injury localize swell employee report feel pain continue activity,84,33
393,2017-04-25,Country_02,Local_07,Mining,IV,V,Male,Employee,remains of choco,"ACTIVITY: front sanitation (slaughter of choco with scaller) LOCAL: underground mine, level 350 - front 45 Upper JKA The operator performed front sanitation when a rock block from the roof hit the equipment. The accident victim was promptly rescued by the unit's emergency brigade and transported to the outpatient clinic where he received the first care, and was then transferred to the Municipal of Paracatu.",activity sanitation slaughter coco small local level upper operator perform sanitation rock block roof equipment accident victim promptly rescue unit emergency brigade outpatient clinic receive care municipal paracatu,65,28
394,2017-04-25,Country_01,Local_01,Mining,IV,IV,Male,Employee,Pressed,"Performing the cleaning of material (Mineral) that accumulates between the steel plate and the concrete base on which it rests; As shown in the photograph (steel plate thickness = 1/2 in.), in order to complete this cleaning, the workers decide to weld on the steel plate a support eyelet type and at the other end as a fixed point and fastening a pin helical (support), in such a way to lift the plate with the help of a key and remove all the accumulated material. In the instant that they were pulling the chain of the tecla, the injured one had his left hand resting on the concrete wall (the line of fire), product of the tension exerted by the tecle, the helical bolt breaks and the chain lashes on the index finger generating the injury. At the time of the accident, the accident victim used all his epps, including his gloves.",perform clean material mineral steel plate concrete base rest show photograph steel plate thickness order complete cleaning worker decide weld steel plate support telet type fix point listen helical support lift plate help remove material instant pull chain tesla injure left hand rest concrete wall line fire product tension exert tele helical bolt break chain lash index finger generate injury time accident accident victim include glove,152,66
395,2017-04-24,Country_01,Local_03,Mining,I,V,Male,Employee,Others,"In circumstances that Mr. Efraín OSORIO FELIX - Mina 2nd. He entered the interior of Pocket 2 at level 2865 (Before -1205). It activated the compressed air gun that is installed in the lower part of the structure with a nozzle that communicates the air lung with the internal part of the pocket, projecting a violent flow of air that blows the left leg of the worker and generates a stun by the noise produced.",mr refrain socio felix mina enter interior pocket level activate compressed gun instal structure nozzle lung internal pocket project violent flow blow leave worker generate stun noise produce,75,28
396,2017-04-28,Country_02,Local_05,Metals,I,II,Male,Employee,Others,"The employee reports that he performed his routine activities in the Foundry area when it was necessary to fit the last ZAMAC ingots of one of the packages. At this point, the ingot slipped and hit the back of his right foot, causing pain. The safety footwear worn by the employee has a steel toe and a metatarsal protector.",employee report perform routine activity foundry area necessary mac night package point slipped right foot cause pain safety footwear wear employee steel metatarsal protector,59,24
397,2017-04-29,Country_02,Local_02,Mining,II,III,Male,Employee,Manual Tools,The employee used a lever to remove the sealing ring from the front tire of the wheel loader (LHD 05) when the lever came to release from the fulcrum in the ring and press the left ring finger against the loader shell causing traumatism at the tip of the said finger.,employee lever remove seal ring tire wheel loader lead lever come release fulcrum ring press leave ring finger loader cause traumatic say finger,51,23
398,2017-04-30,Country_02,Local_05,Metals,I,II,Male,Employee,Others,"The employee reports that he performed his routine activities in the area of ​​Electrolysis when, when trying to position one of the cathode sheets on the easel, it hit his sleeve and caused a cut in the same and superficially in the left hand.",employee report perform routine activity area position cathode sheet ease sleeve cause leave hand,44,14
399,2017-05-05,Country_02,Local_02,Mining,I,II,Male,Third Party (Remote),Others,"Employee was engaged in adjusting metallic shapes using a tether, and striking the shape, the tether cable hit the lifeline, projecting its hand into the metal structure of the shape, causing a superficial injury to the ring finger of the right hand.",employee engage adjust metallic shape ether striking shape ether cable lifeline project hand metal structure shape cause injury ring finger right hand,42,22
